Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Jezerska Kočna,2539.1,273,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88141,88141,,,matched via exact name,2959489693,false
Rjavina,2531,277.8,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=45002,45002,,,matched via exact name,1595165507,false
Stenar,2501.9,212,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=45008,45008,,,matched via exact name,1330277049,false
Špik,2474.2,295,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=32164,32164,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Špik),,false
Pelc nad Klonicami,2443.7,277.2,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88044,88044,,,matched via exact name,5171115987,false
Pihavec,2419.7,244.6,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=45009,45009,,,matched via exact name,5182200408,false
Travnik,2378.6,254.5,Slovenia,Goriška/Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88043,88043,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Travnik),,false
Kotova špica,2377.6,231.8,Slovenia,Goriška/Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88041,88041,,,matched via exact name,3100005184,false
Ojstrica,2350.1,223,Slovenia,Osrednjeslovenska/Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=39358,39358,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Ojstrica),,false
Vernar,2221.1,200,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88052,88052,46.361195,13.861461,matched via strong spatial match,2914618315,false
Rombon,2208.8,299.2,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=45004,45004,,,matched via exact name,2513074861,false
Mrzla gora,2202.8,205,Austria/Slovenia,Kärnten/Savinjska,Völkermarkt,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88083,88083,,,matched via exact name,2466988785,false
Velika Zelenica,2113.9,250.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=39192,39192,,,matched via exact name,3849384685,false
Kladivo,2092.9,225.4,Austria/Slovenia,Kärnten/Gorenjska,Klagenfurt-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88040,88040,,,unresolved: no confident spatial match and no strong-name match,,true
Tolminski Kuk,2086,280,Slovenia,Goriška/Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88045,88045,,,matched via exact name,1369928139,false
Debela peč,2013.6,219,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88131,88131,,,matched via exact name,2377793271,false
Veliki Snežni vrh,1972.7,259.2,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52940,52940,,,unresolved: no confident spatial match and no strong-name match,,false
Košutica,1969,269,Austria/Slovenia,Kärnten/Gorenjska,Klagenfurt-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87987,87987,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Korubica; 0 Košutnica; 0 Košutna, ...)",,false
Veliki Raskovec,1967.5,299.7,Slovenia,Goriška/Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=92705,92705,,,matched via exact name,4432653001,false
Struška,1943.5,246.6,Austria/Slovenia,Kärnten/Gorenjska,Klagenfurt-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92686,92686,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Straža; 0 Straža; 0 Straža, ...)",,false
Veliki Grintavec,1943.3,226.5,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=112730,112730,,,unresolved: no confident spatial match and no strong-name match,,false
Lipnik,1867.2,217.6,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=96949,96949,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Lipnik),,false
Srednji vrh,1853.8,237.9,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88004,88004,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Srednji vrh),,false
Rzenik,1832.9,222.4,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=89264,89264,,,matched via exact name,4584529215,false
Goli vrh,1787.3,294.7,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87991,87991,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Goli Vrh),,false
Veliki Javornik,1716.3,247.3,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96694,96694,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki Javornik),,false
Stegovnik,1692.8,203.5,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=49775,49775,,,matched via exact name,471631473,false
Javorče,1668.8,218.8,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52800,52800,,,matched via exact name,5758097522,false
Boskovec,1587.7,270.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92707,92707,,,matched via exact name,3020913304,false
Mosganberg,1575,218.4,Austria/Slovenia,Kärnten/Koroška,Völkermarkt,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112686,112686,,,unresolved: no confident spatial match and no strong-name match,,true
Javoršček,1556.3,250.3,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52828,52828,,,matched via exact name,2526907677,false
Črni vrh,1544.3,262,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=96701,96701,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Črni vrh),,false
Mulejev vrh,1535.4,236.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=54980,54980,,,matched via exact name,260052041,false
Hühnerkogel,1521.1,209,Austria/Slovenia,Kärnten/Koroška,Wolfsberg,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=76560,76560,,,unresolved: no confident spatial match and no strong-name match,,false
Partizanski vrh,1417.3,289.4,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46730,46730,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Partizanski vrh),,false
Mrzovec,1408.1,297.5,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=46737,46737,,,matched via exact name,495961407,false
Koprivnik,1394.7,292.1,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96628,96628,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Koprivnik),,false
Praprot,1375.4,258.9,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=98978,98978,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Praprot),,false
Mladi vrh,1373.8,228.9,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96703,96703,,,matched via exact name,1811180119,false
Mrzli vrh,1361.1,242.2,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52880,52880,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mrzli vrh),,false
Žigartov vrh,1346.5,243.5,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=86113,86113,,,matched via exact name,260120902,false
Orožev vrh,1301.1,204.2,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112698,112698,,,matched via exact name,1594993005,false
Dedna gora,1292.9,267.3,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=112266,112266,,,matched via exact name,5924484308,false
Debeli vrh,1254.7,201.2,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=98999,98999,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Debeli vrh),,false
Debeli hrib,1210,208.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=112696,112696,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Debeli hrib),,false
Police,1177.7,227,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128442,128442,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Police),,false
Kotel,1174.6,204.9,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52922,52922,,,matched via exact name,4687551181,false
Planinica,1170.7,254.2,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=46736,46736,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Planinica),,false
Mošnevec,1148.3,272.8,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46751,46751,,,matched via exact name,8567009681,false
Javor,1133,268.5,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88013,88013,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Javor),,false
Špičasti vrh,1128.1,257.8,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=135220,135220,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Špičasti vrh),,false
Peterkov vrh,1096.4,256,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=112893,112893,,,matched via exact name,8566980277,false
Vancovec,1085.5,284.8,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46732,46732,,,matched via exact name,2365859069,false
Kopa,1077,237.3,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46601,46601,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kopač),,false
Špik,1068.6,207.7,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154523,154523,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Špik),,false
Mirna gora,1052.5,223.8,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=88027,88027,,,matched via exact name,4659317485,false
Sveti Križ,1050.6,232.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112697,112697,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Sveti Križ),,false
Vrhovčev grič,1047.8,259.3,Slovenia,Goriška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46735,46735,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Vrhovčev grič),,false
Veliki Bukovec,1018.9,238.3,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=70950,70950,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki Bukovec),,false
Kislica,993.6,227.5,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94923,94923,,,matched via exact name,3902613631,false
Kozica,974,234.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52901,52901,,,matched via exact name,4339930717,false
Sršenov vrh,963.7,264.7,Slovenia,Koroška,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=92706,92706,,,matched via exact name,469945444,false
Črni vrh,962.6,237.1,Slovenia,Jugovzhodna Slovenija/Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=97513,97513,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Črni vrh),,false
Goli vrh,962.1,281.3,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46749,46749,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Goli Vrh),,false
Grič,956.6,201.4,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=126127,126127,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Grič),,false
Špilk,956.1,294.5,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96491,96491,,,matched via exact name,5158568050,false
Sveti Mohor,951.5,277.6,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46731,46731,,,matched via exact name,7550645125,false
Lisca,947.8,272.4,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87988,87988,,,matched via exact name,1887225571,false
Malič,935.2,201.6,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94876,94876,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Malić),,false
Boršt,930.9,254.2,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=112700,112700,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Boršt),,false
Smodivnik,922.6,213,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94928,94928,,,matched via exact name,9484405402,false
Možičev vrh,918.3,266,Slovenia,Podravska,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=87967,87967,,,matched via exact name,2292125257,false
Janževski vrh,914.9,259.8,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94971,94971,,,matched via exact name,385997069,false
Ojstrež,912.8,209,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112892,112892,,,matched via exact name,9983923516,false
Rdeči kamen,911.6,216,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=184263,184263,,,matched via exact name,9783718954,false
Kovnica,901.1,260,Slovenia/Croatia,Primorsko-notranjska/Primorje-Gorski,,,https://www.peakbagger.com/peak.aspx?pid=46738,46738,,,matched via exact name,8548444261,false
Četrnikov vrh,886.6,201.1,Slovenia,Koroška,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=143527,143527,,,matched via exact name,9238848747,false
Reber,877.9,292,Slovenia,Osrednjeslovenska/Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46746,46746,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Reber),,false
Slivna,870.1,281.4,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=47623,47623,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Blizna; 0 Čelina; 0 Čelina, ...)",,false
Debeli vrh,863.5,236.1,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=111882,111882,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Debeli vrh),,false
Šavnica,863,220.4,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=47615,47615,,,matched via exact name,2526459518,false
Mežnarjev vrh,861.4,228.8,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94926,94926,,,matched via exact name,9238708459,false
Ilija,860,267,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46739,46739,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Čelinja; 0 Čelinja; 0 Čelinja, ...)",,false
Kamnik,857.4,280.2,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94921,94921,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kamnik),,false
Peščenik,846.7,231.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=52806,52806,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Peščenik),,false
Hom,839.2,242.5,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52826,52826,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Hom),,false
Juričev vrh,838.2,220.5,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94968,94968,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Jurićev vrh),,false
Goljava,835.8,202.1,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96634,96634,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Glavaš; 0 Goljak; 0 Goljak, ...)",,false
Kobalove planine,834.3,247.6,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=184264,184264,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kobalove planine),,false
Cicelj,825.8,250.3,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96644,96644,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Cicelj),,false
Polhograjska gora,824.2,289.2,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96632,96632,,,matched via exact name,1345090849,false
Osojnica,820.3,200.9,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=112891,112891,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Osojnica),,false
Sveti Socerb,816.7,243.5,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=92701,92701,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Sveti Socerb),,false
Dekličina gora,811.2,281.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46740,46740,,,unresolved: no confident spatial match and no strong-name match,,false
Korada,810.9,276.5,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87986,87986,,,matched via exact name,446383193,false
Govško brdo,810.3,252.9,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94920,94920,,,matched via exact name,710384647,false
Velink,809.1,213.7,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96625,96625,,,matched via exact name,5749156165,false
Ozben,796.7,279.7,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46729,46729,,,matched via exact name,8976504101,false
Kožljek,788,252,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96624,96624,,,matched via exact name,8328438585,false
Velika špica,786.3,252.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94857,94857,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Velika Špica),,false
Planski vrh,777.4,263.3,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=46741,46741,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Planski vrh),,false
Obolno,776.1,218,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52909,52909,,,matched via exact name,1568924011,false
Golek,769.2,212.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46549,46549,,,matched via exact name,3902613629,false
Jasovnik,765.8,206.2,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52923,52923,,,matched via exact name,8459606293,false
Makcova glava,761.3,223.3,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=111881,111881,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Makova glava; 0 Markova glava; 0 Markova glava),,false
Gora,750,223.7,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=52907,52907,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Gora),,false
Veliko Gradišče,740.4,202.6,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=112948,112948,,,matched via exact name,333991889,false
Golovec,737.2,229,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52813,52813,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Golovec),,false
Resenik,735.3,208.3,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46590,46590,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Resenik),,false
Skorno,722.9,236.6,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94927,94927,,,matched via exact name,9777727072,false
Maceljska gora,717.8,299.5,Slovenia/Croatia,Podravska/Krapina-Zagorje,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92951,92951,,,matched via exact name,3902613646,false
Tojzlov vrh,705.7,200.6,Slovenia,Podravska,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=89265,89265,,,matched via exact name,287626524,false
Lobnikov vrh,703.5,282.1,Slovenia,Podravska,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=94969,94969,,,matched via exact name,9236177404,false
Limberk,686.9,211.4,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=52908,52908,,,matched via exact name,3452080709,false
Plešivec,685.9,286.1,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94862,94862,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Plešivec),,false
Veliki Špiček,675,273.1,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87976,87976,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Veliki Špiček),,false
Senica,659.2,272.6,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46733,46733,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Senica),,false
Šmarjetna gora,649.7,215.6,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88139,88139,,,matched via exact name,292862349,false
Škabrijel,646.1,205.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=112712,112712,,,matched via exact name,5102835487,false
Kjumberk,628.3,227.8,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94925,94925,,,matched via exact name,9445285577,false
Jelovice,623.9,250.3,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94917,94917,,,matched via exact name,10136180579,false
Goli Cirnik,622.7,227,Slovenia,Posavska,,,https://www.peakbagger.com/peak.aspx?pid=52905,52905,,,unresolved: no confident spatial match and no strong-name match,,true
Rančka,614.5,237.2,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94918,94918,,,matched via exact name,6202198376,false
Monte Sabotino,609.5,241.8,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Gorizia,,https://www.peakbagger.com/peak.aspx?pid=10161,10161,,,unresolved: no confident spatial match and no strong-name match,,true
Hom,607.2,217.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87989,87989,,,matched via exact name,304570383,false
Pri turnu,604.8,296.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46752,46752,,,matched via exact name,9802331815,false
Kunšperk,596.6,241.1,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=114477,114477,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Kunšperk),,false
Plešivica,593.3,283.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=112265,112265,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Plešivica),,false
Gavžna gora,589.3,271.9,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46745,46745,,,matched via exact name,10291914998,false
Bukovica,583.2,203,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92700,92700,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Bukovica),,false
Trebni vrh,580.7,254.9,Slovenia,Jugovzhodna Slovenija,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46744,46744,,,matched via exact name,3657372512,false
Hom,569.7,222.1,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94922,94922,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Hom),,false
Veliki hrib,569.5,239.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=112699,112699,,,matched via exact name,2429484622,false
Brezova gora,567.4,246,Slovenia/Croatia,Podravska/Varaždin,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92950,92950,,,matched via exact name,8295309638,false
Rifnik,567.2,216.9,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94919,94919,46.19822,15.40714,matched via strong spatial match,3377841311,false
Lisec,564,260.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46743,46743,45.86847,14.95341,matched via strong spatial match,9472302997,false
Sevčnik,561.7,212.8,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=94924,94924,46.31408,15.10901,matched via strong spatial match,9450851325,false
Ljuben,546.5,248.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=46742,46742,45.74341,15.11208,matched via strong spatial match,4774471572,false
Strešni vrh,523,203.5,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52827,52827,46.07277,14.83318,matched via strong spatial match,9416058255,false
Bučenica,511.1,259.2,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46734,46734,46.1687,13.73225,matched via strong spatial match,6789863419,false
Planina,439.5,207.1,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=112711,112711,45.8454,13.89976,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Planina) (nearest 188.1m),,false
Poljane,405.9,212.6,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=97512,97512,45.50199,13.74046,matched via strong spatial match,1845131416,false
Tinjan,373.5,217.5,Slovenia,Primorsko-notranjska/Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=94970,94970,45.56129,13.83553,matched via strong spatial match,1845140454,false
Dovški križ,2541.7,152.2,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88098,88098,46.44081,13.84222,matched via strong spatial match,2914618216,false
Skuta,2532.2,198.5,Slovenia,Osrednjeslovenska/Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=45007,45007,46.36325,14.55775,matched via strong spatial match,4491766056,false
Kukova špica,2427.8,172,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87948,87948,46.447536,13.854761,matched via strong spatial match,2418090660,false
